"年月日","時刻","天","車番","仕入先コード","仕入先名","支払先コード","支払先名","商品コード","品　　名","運送店コード","運送店名","正味重量","調整重量","数量","単位","単　価","金　額","税抜額","かご引","ﾀﾞｽﾄ引","水引","不明差異","返品引","予備","引物金額","取引区分（コード）","取引区分","払区（コード）","払区","デ区（コード）","デ区","データ識別（コード）","データ識別","締日更新フラグ","月次更新フラグ","支払明細書発行フラグ","オンライン送信済フラグ","伝票No.","支払伝票No.","ルート伝票No.","手入力フラグ","継続伝票区分","継続伝票発行区分","ユーザID","ユーザ名","担当","担当名","ﾔｰﾄﾞｺｰﾄﾞ","ヤード名","計量重量","運転者名","自社他社区分","商品分類コード","かご数量","支払運賃単価","支払運賃金額","備考","仮払い金額","売上伝票No.","支払運賃伝票No.","集計区分1（仕入）","グループ名称1（仕入）","集計区分2（仕入）","グループ名称2（仕入）","集計区分3（仕入）","グループ名称3（仕入）","集計区分4（仕入）","グループ名称4（仕入）","集計区分5（仕入）","グループ名称5（仕入）","集計区分6（仕入）","グループ名称6（仕入）","集計区分7（仕入）","グループ名称7（仕入）","集計区分8（仕入）","グループ名称8（仕入）","集計区分9（仕入）","グループ名称9（仕入）","集計区分10（仕入）","グループ名称10（仕入）","得意先コード","得意先名","請求先コード","請求先名","運送店コード(売上)","運送店名(売上)","運転者名","出荷日付","売上日付","伝票番号(売上)","明細行番号","車番(売上)","取引区分(売上)","取引区分名称(売上)","入金区分","入金区分名称","データ区分","データ区分名称(売上)","商品コード(売上)","商品名(売上)","商品分類コード","本数","正味重量(売上)","かご引","ﾀﾞｽﾄ引","水引","不明差異","返品引","出荷時正味重量","単価(売上)","単価種別","売上運賃単価","売上金額","売上税抜額","支払運賃単価","支払運賃金額","備考","消費税課税対象区分","消費税額","消費税課税対象額","データ識別","データ識別名称","集計区分1（売上）","グループ名称1（売上）","集計区分2（売上）","グループ名称2（売上）","集計区分3（売上）","グループ名称3（売上）","集計区分4（売上）","グループ名称4（売上）","集計区分5（売上）","グループ名称5（売上）","集計区分6（売上）","グループ名称6（売上）","集計区分7（売上）","グループ名称7（売上）","集計区分8（売上）","グループ名称8（売上）","集計区分9（売上）","グループ名称9（売上）","集計区分10（売上）","グループ名称10（売上）"
"2026/06/16","12:11","晴","0110","1149000","㈲タチオカ商会","1149000","㈲タチオカ商会","1100","新聞バラ","0000000","","350","0","0","kg","23.00","8050","8050","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084043","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","350","","他社","1100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:19","晴","2154","2000050","㈲北湘ｳﾞｨｰｸﾙ","2000050","㈲北湘ｳﾞｨｰｸﾙ","1805","上台紙","0000000","","950","0","0","kg","11.00","10450","10450","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084044","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","950","","他社","1800","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:29","晴","0110","1149000","㈲タチオカ商会","1149000","㈲タチオカ商会","1100","新聞バラ","0000000","","130","0","0","kg","23.00","2990","2990","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084045","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","130","","他社","1100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:29","晴","0110","1149000","㈲タチオカ商会","1149000","㈲タチオカ商会","1200","雑誌バラ","0000000","","1,060","0","0","kg","11.00","11660","11660","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084045","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,060","","他社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:36","晴","0110","1149000","㈲タチオカ商会","1149000","㈲タチオカ商会","1000","段ボールバラ","0000000","","410","0","0","kg","14.50","5945","5945","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084046","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","410","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:40","晴","7999","0803000","㈲サンクリーン","0803000","㈲サンクリーン","1000","段ボールバラ","0000000","","350","0","0","kg","15.50","5425","5425","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084047","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","350","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:45","晴","0110","1149000","㈲タチオカ商会","1149000","㈲タチオカ商会","1200","雑誌バラ","0000000","","1,540","0","0","kg","11.00","16940","16940","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084048","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,540","","他社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:50","晴","6160","0868000","㈱紙商","0868000","㈱紙商","1100","新聞バラ","0000000","","1,050","0","0","kg","25.00","26250","26250","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084049","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,050","","他社","1100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:53","","5122","0002000","㈱アークル海老名営業所","0002000","㈱アークル海老名営業所","1000","段ボールバラ","0000000","","180","0","0","kg","10.00","1800","1800","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084050","000000001","270009227","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","180","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:53","","5122","1124000","高山 藤沢センター","1124000","高山 藤沢センター","1000","段ボールバラ","0000000","","500","0","0","kg","8.00","4000","4000","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084051","000000002","270009227","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","500","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:53","","5122","1205069","㈱ブリヂストン横浜工場(ＤＳＰ)","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","300","0","0","kg","7.00","2100","2100","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084052","000000003","270009227","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","300","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:53","","5122","1205115","小山㈱戸塚事業所","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","40","0","0","kg","7.00","280","280","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084053","000000004","270009227","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","40","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:53","","5122","1075001","㈱一全(ダイコー商事)","1075000","㈲ダイコー商事","1000","段ボールバラ","0000000","","130","0","0","kg","5.00","650","650","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084054","000000000","270009227","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","130","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","12:58","晴","0888","0753000","㈲坂田亮作商店","0753000","㈲坂田亮作商店","3000","段ボールプレス","1700020","㈱Ｕ－ＮＥＴ","13,430","0","22","kg","16.50","221595","221595","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084055","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","13,430","","他社","3000","0","0.00","0","22本","0","000000000","000000000","","","","","","","","","00002","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:09","","2025","1205136","㈱ﾘﾊﾞｰｸﾚｲﾝ（ＤＳＰ）","1205000","㈱ＤＳＰ","1100","新聞バラ","0000000","","30","0","0","kg","5.00","150","150","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084056","000000001","270009228","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","30","","自社","1100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:09","","2025","1205136","㈱ﾘﾊﾞｰｸﾚｲﾝ（ＤＳＰ）","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","80","0","0","kg","7.00","560","560","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084056","000000001","270009228","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","80","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:09","","2025","1709043","富士ロジ厚木金田(ﾎﾟｼﾞﾃｨﾌﾞ)","1709000","(合)ポジティブ","1000","段ボールバラ","0000000","","440","0","0","kg","11.00","4840","4840","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084057","000000002","270009228","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","440","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:09","","2025","1205129","㈱武部鉄工所（ＤＳＰ）","1205000","㈱ＤＳＰ","1200","雑誌バラ","0000000","","150","0","0","kg","5.00","750","750","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084058","000000003","270009228","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","150","","自社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:09","","2025","1205129","㈱武部鉄工所（ＤＳＰ）","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","40","0","0","kg","7.00","280","280","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084058","000000003","270009228","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","40","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:09","","2025","1709087","富士ﾛｼﾞ厚木三田第二ﾛｼﾞ(ﾎﾟｼﾞﾃ)","1709000","(合)ポジティブ","4128","ストレッチフィルム","0000000","","10","0","0","kg","1.50","15","15","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084059","000000004","270009228","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:09","","2025","1709087","富士ﾛｼﾞ厚木三田第二ﾛｼﾞ(ﾎﾟｼﾞﾃ)","1709000","(合)ポジティブ","1000","段ボールバラ","0000000","","150","0","0","kg","10.00","1500","1500","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084059","000000004","270009228","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","150","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:09","","2025","1205027","クリナップ南関東テクノ(ＤＳＰ)","1205000","㈱ＤＳＰ","1200","雑誌バラ","0000000","","20","0","0","kg","5.00","100","100","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084060","000000005","270009228","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","20","","自社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:09","","2025","1205027","クリナップ南関東テクノ(ＤＳＰ)","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","100","0","0","kg","7.00","700","700","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084060","000000005","270009228","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","100","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:10","","2025","0557006","㈱ｽﾄﾘｯｸｽｺﾝｻﾙﾃｨﾝｸﾞ(共栄商社)","0557000","㈱共栄商社","1000","段ボールバラ","0000000","","210","0","0","kg","7.00","1470","1470","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084061","000000006","270009229","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","210","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:23","晴","2154","2000050","㈲北湘ｳﾞｨｰｸﾙ","2000050","㈲北湘ｳﾞｨｰｸﾙ","1000","段ボールバラ","0000000","","210","0","0","kg","14.50","3045","3045","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084062","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","210","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:30","晴","1111","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1000","段ボールバラ","1700020","㈱Ｕ－ＮＥＴ","120","0","0","kg","2.00","240","240","60","0","0","0","0","0","120.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084077","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","180","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:30","晴","1111","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1927","窓付廃紙","1700020","㈱Ｕ－ＮＥＴ","1,630","0","0","kg","1.00","1630","1630","490","0","0","0","0","0","490.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084077","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","2,120","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:30","晴","1111","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1935","色クラフト","1700020","㈱Ｕ－ＮＥＴ","70","0","0","kg","2.00","140","140","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084077","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","70","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:30","晴","1111","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","4128","シュリンクフィルム","1700020","㈱Ｕ－ＮＥＴ","10","0","0","kg","6.00","60","60","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084077","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","他社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:30","晴","1111","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1302","上白","1700020","㈱Ｕ－ＮＥＴ","350","0","0","kg","18.00","6300","6300","120","0","0","0","0","0","2160.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084077","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","470","","他社","1300","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:30","晴","1111","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1627","ケント","1700020","㈱Ｕ－ＮＥＴ","220","0","0","kg","5.00","1100","1100","60","0","0","0","0","0","300.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084077","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","280","","他社","1600","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:43","晴","3130","3036100","不用品買取ｾﾝﾀｰ","3036100","不用品買取ｾﾝﾀｰ","1000","段ボールバラ","0000000","","130","0","0","kg","13.00","1690","1690","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084063","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","130","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:43","晴","3130","3036100","不用品買取ｾﾝﾀｰ","3036100","不用品買取ｾﾝﾀｰ","1200","雑誌バラ","0000000","","250","0","0","kg","10.00","2500","2500","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270084063","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","250","","他社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:54","","2618","0383273","SBSﾌﾚｯｸ㈱厚木低温DC（大本）","0383000","大本紙料㈱","4143","PPバンド","0000000","","10","0","0","kg","2.00","20","20","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084064","000000001","270009230","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:54","","2618","0383273","SBSﾌﾚｯｸ㈱厚木低温DC（大本）","0383000","大本紙料㈱","1200","雑誌バラ","0000000","","10","0","0","kg","3.00","30","30","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084064","000000001","270009230","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:54","","2618","0383273","SBSﾌﾚｯｸ㈱厚木低温DC（大本）","0383000","大本紙料㈱","1000","段ボールバラ","0000000","","1,190","0","0","kg","9.00","10710","10710","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084064","000000001","270009230","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,190","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:56","","2618","1161003","ＥＳＰＯＴ（ﾎﾟｲﾝﾄ）(田丸)","1161000","㈱田丸","1970","雑古紙","0000000","","90","0","0","kg","5.50","495","495","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084065","000000002","270009231","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","90","","自社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:56","","2618","1161003","ＥＳＰＯＴ（ﾎﾟｲﾝﾄ）(田丸)","1161000","㈱田丸","4314","アルミ缶","0000000","","10","0","0","kg","150.00","1500","1500","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084065","000000002","270009231","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","4300","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:56","","2618","1161003","ＥＳＰＯＴ（ﾎﾟｲﾝﾄ）(田丸)","1161000","㈱田丸","4114","ペットボトル","0000000","","40","0","0","kg","0.00","0","0","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084065","000000002","270009231","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","40","","自社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/16","13:56","","2618","1161004","ＥＳＰＯＴ（ﾊﾞｯｸﾔｰﾄﾞ）(田丸)","1161000","㈱田丸","1000","段ボールバラ","0000000","","520","0","0","kg","9.00","4680","4680","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270084066","000000003","270009231","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","520","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
